Vulnerability Name,Risk Severity,CVSS Score,Vulnerability CVE IDs,Distribution,OS State,Hardware Configuration,Vulnerability Scanner
Ubuntu 22.04 LTS / 23.10 : Linux kernel vulnerabilities (USN-6651-1),High,7.8,"CVE-2023-51780, CVE-2023-51781, CVE-2023-6915, CVE-2024-0565, CVE-2024-0582, CVE-2024-0646",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : libxml2 vulnerability (USN-6658-1),High,7.5,CVE-2024-25062,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : Dnsmasq vulnerabilities (USN-6657-1),High,7.5,"CVE-2023-28450, CVE-2023-50387, CVE-2023-50868",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : less vulnerability (USN-6664-1),Critical,9.8,CVE-2022-48624,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : libuv vulnerability (USN-6666-1),High,7.3,CVE-2024-24806,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : python-cryptography vulnerabilities (USN-6673-1),High,7.5,"CVE-2023-50782, CVE-2024-26130",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : c-ares vulnerability (USN-6676-1),Medium,4.4,CVE-2024-25629,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 22.04 LTS / 23.10 : Expat vulnerabilities (USN-6694-1),High,7.5,"CVE-2023-52425, CVE-2024-28757",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : TeX Live vulnerabilities (USN-6695-1),Critical,9.8,"CVE-2019-18604, CVE-2023-32668, CVE-2024-25262",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : Vim vulnerability (USN-6698-1),High,7.8,CVE-2024-22667,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 23.10 : QPDF vulnerability (USN-6713-1),Medium,5.5,CVE-2024-24246,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : curl vulnerabilities (USN-6718-1),High,7.5,"CVE-2024-2004, CVE-2024-2398",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : util-linux vulnerability (USN-6719-1),High,8.8,CVE-2024-28085,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : X.Org X Server vulnerabilities (USN-6721-1),High,7.3,"CVE-2024-31080, CVE-2024-31081, CVE-2024-31082, CVE-2024-31083",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Ghostscript vulnerability (USN-6433-1),High,8.8,CVE-2023-43115,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 23.10 : curl vulnerabilities (USN-6429-3),Critical,9.8,"CVE-2023-38545, CVE-2023-38546",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 23.10 : Samba vulnerabilities (USN-6425-3),Medium,6.5,"CVE-2023-4091, CVE-2023-4154, CVE-2023-42669, CVE-2023-42670",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 23.10 : CUE vulnerability (USN-6423-2),High,8.8,CVE-2023-43641,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : OpenSSL vulnerabilities (USN-6450-1),High,7.5,"CVE-2023-2975, CVE-2023-3446, CVE-2023-3817, CVE-2023-5363",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : X.Org X Server vulnerabilities (USN-6453-1),High,7.8,"CVE-2023-5367, CVE-2023-5380",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Vim vulnerabilities (USN-6452-1),High,7.8,"CVE-2023-3896, CVE-2023-4733, CVE-2023-4734, CVE-2023-4735, CVE-2023-4738, CVE-2023-4750, CVE-2023-4751, CVE-2023-4752, CVE-2023-4781, CVE-2023-5344, CVE-2023-5441, CVE-2023-5535",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : libsndfile vulnerability (USN-6471-1),High,7.8,CVE-2022-33065,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : urllib3 vulnerabilities (USN-6473-1),High,8.1,"CVE-2018-25091, CVE-2023-43804, CVE-2023-45803",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : procps-ng vulnerability (USN-6477-1),Low,3.3,CVE-2023-4016,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 23.04 / 23.10 : OpenVPN vulnerabilities (USN-6484-1),Critical,9.8,"CVE-2023-46849, CVE-2023-46850",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Intel Microcode vulnerability (USN-6485-1),High,7.8,CVE-2023-23583,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : WebKitGTK vulnerabilities (USN-6490-1),High,8.8,"CVE-2023-41983, CVE-2023-42852",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Avahi vulnerabilities (USN-6487-1),Medium,5.5,"CVE-2023-38469, CVE-2023-38470, CVE-2023-38471, CVE-2023-38472, CVE-2023-38473",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : GnuTLS vulnerability (USN-6499-1),Medium,5.9,CVE-2023-5981,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : nghttp2 vulnerability (USN-6505-1),High,7.5,CVE-2023-44487,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : tracker-miners vulnerability (USN-6504-1),High,7.7,CVE-2023-5557,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Perl vulnerabilities (USN-6517-1),Critical,9.8,"CVE-2022-48522, CVE-2023-47038",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : FreeRDP vulnerabilities (USN-6522-1),Critical,9.8,"CVE-2022-41877, CVE-2023-39352, CVE-2023-39356",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : curl vulnerabilities (USN-6535-1),Medium,6.5,"CVE-2023-46218, CVE-2023-46219",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : python-cryptography vulnerabilities (USN-6539-1),Medium,6.5,"CVE-2023-23931, CVE-2023-49083",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : BlueZ vulnerability (USN-6540-1),Medium,6.3,CVE-2023-45866,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : GNU Tar vulnerability (USN-6543-1),High,7.5,CVE-2023-39804,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : WebKitGTK vulnerabilities (USN-6545-1),High,8.8,"CVE-2023-42916, CVE-2023-42917",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : Ghostscript vulnerability (USN-6551-1),High,7.5,CVE-2023-46751,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : GNOME Settings vulnerability (USN-6554-1),High,7.5,CVE-2023-5616,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : X.Org X Server vulnerabilities (USN-6555-1),High,7.8,"CVE-2023-6377, CVE-2023-6478",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Vim vulnerabilities (USN-6557-1),High,7.8,"CVE-2022-1725, CVE-2022-1771, CVE-2022-1886, CVE-2022-1897, CVE-2022-2000, CVE-2022-2042, CVE-2023-46246, CVE-2023-48231, CVE-2023-48232, CVE-2023-48233, CVE-2023-48234, CVE-2023-48235, CVE-2023-48236, CVE-2023-48237, CVE-2023-48706",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : SQLite vulnerabilities (USN-6566-1),High,7.3,"CVE-2022-46908, CVE-2023-7104",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : WebKitGTK vulnerability (USN-6582-1),Medium,5.5,CVE-2023-42883,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : X.Org X Server vulnerabilities (USN-6587-1),Critical,9.8,"CVE-2023-6816, CVE-2024-0229, CVE-2024-0408, CVE-2024-0409, CVE-2024-21885, CVE-2024-21886",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : PAM vulnerability (USN-6588-1),Medium,5.5,CVE-2024-22365,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : GnuTLS vulnerabilities (USN-6593-1),High,7.5,"CVE-2024-0553, CVE-2024-0567",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.10 : Jinja2 vulnerabilities (USN-6599-1),Medium,6.1,"CVE-2020-28493, CVE-2024-22195",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : Pillow vulnerabilities (USN-6618-1),High,8.1,"CVE-2023-44271, CVE-2023-50447",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 23.10 : GNU C Library vulnerabilities (USN-6620-1),High,7.8,"CVE-2023-6246, CVE-2023-6779, CVE-2023-6780",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : OpenSSL vulnerabilities (USN-6622-1),Medium,6.5,"CVE-2023-5678, CVE-2023-6129, CVE-2023-6237, CVE-2024-0727",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 22.04 LTS / 23.10 : WebKitGTK vulnerabilities (USN-6631-1),High,8.8,"CVE-2024-23206, CVE-2024-23213, CVE-2024-23222",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 22.04 LTS / 23.10 : Bind vulnerabilities (USN-6633-1),High,7.5,"CVE-2023-4408, CVE-2023-50387, CVE-2023-50868, CVE-2023-5517, CVE-2023-5679",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : shadow vulnerability (USN-6640-1),Medium,5.5,CVE-2023-4641,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 23.10 : LibTIFF vulnerabilities (USN-6644-1),High,7.5,"CVE-2023-52356, CVE-2023-6228, CVE-2023-6277",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 22.04 LTS / 23.10 : Linux kernel vulnerabilities (USN-6651-1),High,7.8,"CVE-2023-51780, CVE-2023-51781, CVE-2023-6915, CVE-2024-0565, CVE-2024-0582, CVE-2024-0646",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : libxml2 vulnerability (USN-6658-1),High,7.5,CVE-2024-25062,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : Dnsmasq vulnerabilities (USN-6657-1),High,7.5,"CVE-2023-28450, CVE-2023-50387, CVE-2023-50868",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : less vulnerability (USN-6664-1),Critical,9.8,CVE-2022-48624,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : libuv vulnerability (USN-6666-1),High,7.3,CVE-2024-24806,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : python-cryptography vulnerabilities (USN-6673-1),High,7.5,"CVE-2023-50782, CVE-2024-26130",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : c-ares vulnerability (USN-6676-1),Medium,4.4,CVE-2024-25629,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 22.04 LTS / 23.10 : Expat vulnerabilities (USN-6694-1),High,7.5,"CVE-2023-52425, CVE-2024-28757",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : TeX Live vulnerabilities (USN-6695-1),Critical,9.8,"CVE-2019-18604, CVE-2023-32668, CVE-2024-25262",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : Vim vulnerability (USN-6698-1),High,7.8,CVE-2024-22667,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 23.10 : QPDF vulnerability (USN-6713-1),Medium,5.5,CVE-2024-24246,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : curl vulnerabilities (USN-6718-1),High,7.5,"CVE-2024-2004, CVE-2024-2398",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : util-linux vulnerability (USN-6719-1),High,8.8,CVE-2024-28085,Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : X.Org X Server vulnerabilities (USN-6721-1),High,7.3,"CVE-2024-31080, CVE-2024-31081, CVE-2024-31082, CVE-2024-31083",Ubuntu,freshly installed,Desktop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Ghostscript vulnerability (USN-6433-1),High,8.8,CVE-2023-43115,Ubuntu,freshly installed,Server,Nessus
Ubuntu 23.10 : curl vulnerabilities (USN-6429-3),Critical,9.8,"CVE-2023-38545, CVE-2023-38546",Ubuntu,freshly installed,Server,Nessus
Ubuntu 23.10 : Samba vulnerabilities (USN-6425-3),Medium,6.5,"CVE-2023-4091, CVE-2023-4154, CVE-2023-42669, CVE-2023-42670",Ubuntu,freshly installed,Server,Nessus
Ubuntu 23.10 : CUE vulnerability (USN-6423-2),High,8.8,CVE-2023-43641,Ubuntu,freshly installed,Server,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : OpenSSL vulnerabilities (USN-6450-1),High,7.5,"CVE-2023-2975, CVE-2023-3446, CVE-2023-3817, CVE-2023-5363",Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : X.Org X Server vulnerabilities (USN-6453-1),High,7.8,"CVE-2023-5367, CVE-2023-5380",Ubuntu,freshly installed,Server,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Vim vulnerabilities (USN-6452-1),High,7.8,"CVE-2023-3896, CVE-2023-4733, CVE-2023-4734, CVE-2023-4735, CVE-2023-4738, CVE-2023-4750, CVE-2023-4751, CVE-2023-4752, CVE-2023-4781, CVE-2023-5344, CVE-2023-5441, CVE-2023-5535",Ubuntu,freshly installed,Server,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : libsndfile vulnerability (USN-6471-1),High,7.8,CVE-2022-33065,Ubuntu,freshly installed,Server,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : urllib3 vulnerabilities (USN-6473-1),High,8.1,"CVE-2018-25091, CVE-2023-43804, CVE-2023-45803",Ubuntu,freshly installed,Server,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : procps-ng vulnerability (USN-6477-1),Low,3.3,CVE-2023-4016,Ubuntu,freshly installed,Server,Nessus
Ubuntu 23.04 / 23.10 : OpenVPN vulnerabilities (USN-6484-1),Critical,9.8,"CVE-2023-46849, CVE-2023-46850",Ubuntu,freshly installed,Server,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Intel Microcode vulnerability (USN-6485-1),High,7.8,CVE-2023-23583,Ubuntu,freshly installed,Server,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : WebKitGTK vulnerabilities (USN-6490-1),High,8.8,"CVE-2023-41983, CVE-2023-42852",Ubuntu,freshly installed,Server,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Avahi vulnerabilities (USN-6487-1),Medium,5.5,"CVE-2023-38469, CVE-2023-38470, CVE-2023-38471, CVE-2023-38472, CVE-2023-38473",Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : GnuTLS vulnerability (USN-6499-1),Medium,5.9,CVE-2023-5981,Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : nghttp2 vulnerability (USN-6505-1),High,7.5,CVE-2023-44487,Ubuntu,freshly installed,Server,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : tracker-miners vulnerability (USN-6504-1),High,7.7,CVE-2023-5557,Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Perl vulnerabilities (USN-6517-1),Critical,9.8,"CVE-2022-48522, CVE-2023-47038",Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : FreeRDP vulnerabilities (USN-6522-1),Critical,9.8,"CVE-2022-41877, CVE-2023-39352, CVE-2023-39356",Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : curl vulnerabilities (USN-6535-1),Medium,6.5,"CVE-2023-46218, CVE-2023-46219",Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : python-cryptography vulnerabilities (USN-6539-1),Medium,6.5,"CVE-2023-23931, CVE-2023-49083",Ubuntu,freshly installed,Server,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : BlueZ vulnerability (USN-6540-1),Medium,6.3,CVE-2023-45866,Ubuntu,freshly installed,Server,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : GNU Tar vulnerability (USN-6543-1),High,7.5,CVE-2023-39804,Ubuntu,freshly installed,Server,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : WebKitGTK vulnerabilities (USN-6545-1),High,8.8,"CVE-2023-42916, CVE-2023-42917",Ubuntu,freshly installed,Server,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : Ghostscript vulnerability (USN-6551-1),High,7.5,CVE-2023-46751,Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : GNOME Settings vulnerability (USN-6554-1),High,7.5,CVE-2023-5616,Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : X.Org X Server vulnerabilities (USN-6555-1),High,7.8,"CVE-2023-6377, CVE-2023-6478",Ubuntu,freshly installed,Server,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Vim vulnerabilities (USN-6557-1),High,7.8,"CVE-2022-1725, CVE-2022-1771, CVE-2022-1886, CVE-2022-1897, CVE-2022-2000, CVE-2022-2042, CVE-2023-46246, CVE-2023-48231, CVE-2023-48232, CVE-2023-48233, CVE-2023-48234, CVE-2023-48235, CVE-2023-48236, CVE-2023-48237, CVE-2023-48706",Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : SQLite vulnerabilities (USN-6566-1),High,7.3,"CVE-2022-46908, CVE-2023-7104",Ubuntu,freshly installed,Server,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : WebKitGTK vulnerability (USN-6582-1),Medium,5.5,CVE-2023-42883,Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : X.Org X Server vulnerabilities (USN-6587-1),Critical,9.8,"CVE-2023-6816, CVE-2024-0229, CVE-2024-0408, CVE-2024-0409, CVE-2024-21885, CVE-2024-21886",Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : PAM vulnerability (USN-6588-1),Medium,5.5,CVE-2024-22365,Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : GnuTLS vulnerabilities (USN-6593-1),High,7.5,"CVE-2024-0553, CVE-2024-0567",Ubuntu,freshly installed,Server,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.10 : Jinja2 vulnerabilities (USN-6599-1),Medium,6.1,"CVE-2020-28493, CVE-2024-22195",Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : Pillow vulnerabilities (USN-6618-1),High,8.1,"CVE-2023-44271, CVE-2023-50447",Ubuntu,freshly installed,Server,Nessus
Ubuntu 23.10 : GNU C Library vulnerabilities (USN-6620-1),High,7.8,"CVE-2023-6246, CVE-2023-6779, CVE-2023-6780",Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : OpenSSL vulnerabilities (USN-6622-1),Medium,6.5,"CVE-2023-5678, CVE-2023-6129, CVE-2023-6237, CVE-2024-0727",Ubuntu,freshly installed,Server,Nessus
Ubuntu 22.04 LTS / 23.10 : WebKitGTK vulnerabilities (USN-6631-1),High,8.8,"CVE-2024-23206, CVE-2024-23213, CVE-2024-23222",Ubuntu,freshly installed,Server,Nessus
Ubuntu 22.04 LTS / 23.10 : Bind vulnerabilities (USN-6633-1),High,7.5,"CVE-2023-4408, CVE-2023-50387, CVE-2023-50868, CVE-2023-5517, CVE-2023-5679",Ubuntu,freshly installed,Server,Nessus
Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : shadow vulnerability (USN-6640-1),Medium,5.5,CVE-2023-4641,Ubuntu,freshly installed,Server,Nessus
Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 23.10 : LibTIFF vulnerabilities (USN-6644-1),High,7.5,"CVE-2023-52356, CVE-2023-6228, CVE-2023-6277",Ubuntu,freshly installed,Server,Nessus
Ubuntu 22.04 LTS / 23.10 : Linux kernel vulnerabilities (USN-6651-1),High,7.8,"CVE-2023-51780, CVE-2023-51781, CVE-2023-6915, CVE-2024-0565, CVE-2024-0582, CVE-2024-0646",Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : libxml2 vulnerability (USN-6658-1),High,7.5,CVE-2024-25062,Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : Dnsmasq vulnerabilities (USN-6657-1),High,7.5,"CVE-2023-28450, CVE-2023-50387, CVE-2023-50868",Ubuntu,freshly installed,Server,Nessus
Ubuntu 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : less vulnerability (USN-6664-1),Critical,9.8,CVE-2022-48624,Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : libuv vulnerability (USN-6666-1),High,7.3,CVE-2024-24806,Ubuntu,freshly installed,Server,Nessus
Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : python-cryptography vulnerabilities (USN-6673-1),High,7.5,"CVE-2023-50782, CVE-2024-26130",Ubuntu,freshly installed,Server,Nessus
Ubuntu 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : c-ares vulnerability (USN-6676-1),Medium,4.4,CVE-2024-25629,Ubuntu,freshly installed,Server,Nessus
Ubuntu 22.04 LTS / 23.10 : Expat vulnerabilities (USN-6694-1),High,7.5,"CVE-2023-52425, CVE-2024-28757",Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : TeX Live vulnerabilities (USN-6695-1),Critical,9.8,"CVE-2019-18604, CVE-2023-32668, CVE-2024-25262",Ubuntu,freshly installed,Server,Nessus
Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : Vim vulnerability (USN-6698-1),High,7.8,CVE-2024-22667,Ubuntu,freshly installed,Server,Nessus
Ubuntu 23.10 : QPDF vulnerability (USN-6713-1),Medium,5.5,CVE-2024-24246,Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : curl vulnerabilities (USN-6718-1),High,7.5,"CVE-2024-2004, CVE-2024-2398",Ubuntu,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : util-linux vulnerability (USN-6719-1),High,8.8,CVE-2024-28085,Ubuntu,freshly installed,Server,Nessus
Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : X.Org X Server vulnerabilities (USN-6721-1),High,7.3,"CVE-2024-31080, CVE-2024-31081, CVE-2024-31082, CVE-2024-31083",Ubuntu,freshly installed,Server,Nessus
ICMP redirection enabled,High,7,,Fedora,fully updated,Laptop,Nexpose
Partition Mounting Weakness,Low,2,,Fedora,fully updated,Laptop,Nexpose
User home directory mode unsafe,Low,2,,Fedora,fully updated,Laptop,Nexpose
User umask value is unsafe,Medium,4,,Fedora,fully updated,Laptop,Nexpose
ICMP redirection enabled,High,7,,Fedora,fully updated,Desktop,Nexpose
Partition Mounting Weakness,Low,2,,Fedora,fully updated,Desktop,Nexpose
User home directory mode unsafe,Low,2,,Fedora,fully updated,Desktop,Nexpose
